2025-08-24 10:29:04,转账红包,云账户综合服务平台,/,云账户,收入,6.62,,交易成功,20250824020070011530900088033263	,1099018316364108014	,,
2025-08-24 10:29:02,投资理财,招商基金管理有限公司,/,余额宝-自动转入,不计收支,9.00,,交易成功,20250824300008504245901243352980	,	,,
2025-08-24 10:29:01,转账红包,杭州柏鹿信息技术有限公司,/,小蚕提现,收入,9.00,,交易成功,20250824020070011530900088015824	,XC181517368479986508	,,
2025-08-24 10:19:11,餐饮美食,淘宝闪购,e50***@alibaba-inc.com,绝味鸭脖(北翟路2店)外卖订单,支出,21.65,宁波银行信用卡(4573)&宁波银行立减金,交易成功,2025082422001145901443385679	,13100600725082424681278796052	,,
2025-08-24 02:04:48,投资理财,招商财富宝A,/,余额宝-2025.08.23-收益发放,不计收支,0.11,余额宝,交易成功,20250824310232755901	,	,,
2025-08-23 12:14:52,交通出行,哈啰出行,zij***@hellobike.com,哈啰出行先乘后付,支出,56.37,宁波银行信用卡(4573)&宁波银行立减金,交易成功,2025082322001445901437660049	,CPR250823121450368224519172N	,,
2025-08-23 10:33:19,餐饮美食,淘宝闪购,e50***@alibaba-inc.com,爷爷不泡茶(上海航头浦乐汇店)外卖订单,支出,11.95,宁波银行信用卡(4573)&宁波银行立减金,交易成功,2025082322001145901435860224	,13100600725082362374438796052	,,
2025-08-23 02:30:48,投资理财,招商财富宝A,/,余额宝-2025.08.22-收益发放,不计收支,0.12,余额宝,交易成功,20250823308197899901	,	,,
2025-08-22 21:39:52,投资理财,招商基金管理有限公司,/,余额宝-自动转入,不计收支,26.01,,交易成功,20250822300008508745901241895001	,	,,
2025-08-22 21:39:51,转账红包,杭州柏鹿信息技术有限公司,/,小蚕提现,收入,26.01,,交易成功,20250822020070011580900074840432	,XC181102289479986508	,,
2025-08-22 10:08:23,交通出行,上海公共交通卡股份有限公司,jtk***@sptcc.com,上海公交-803路-2025-08-22 08:08:20,支出,2.00,宁波银行信用卡(4573),交易成功,2025082222001445901432938777	,25082210082390300032	,,
2025-08-22 09:33:19,文化休闲,云汉仙侠录,rui***@163.com,游戏元宝,支出,41.81,宁波银行信用卡(4573)&到店扫码支付红包,交易成功,2025082222001445901432882998	,202508220933144273513	,,
2025-08-22 09:23:22,投资理财,余额宝,jin***@cmfchina.com,余额宝-自动转入,不计收支,24.37,账户余额,交易成功,20250822019130101000900003313762	,20250822009130501000900081883308	,,
2025-08-22 08:59:59,交通出行,上海都畅数字技术有限公司,dom***@metrofastpass.com,七宝-漕河泾开发区,支出,2.64,宁波银行信用卡(4573)&宁波银行立减,交易成功,2025082222001445901432612077	,20250822085958154023083325931753	,,
2025-08-22 08:40:43,日用百货,沪松公路五店,180***@qq.com,上海全家便利店,支出,0.80,宁波银行信用卡(4573)&碰一下立减,交易成功,2025082222001445901430544807	,SXA1O105814005825	,,
2025-08-22 02:16:21,投资理财,招商财富宝A,/,余额宝-2025.08.21-收益发放,不计收支,0.11,余额宝,交易成功,20250822399171574901	,	,,
2025-08-21 23:39:51,转账红包,云账户综合服务平台,/,云账户,收入,8.00,,交易成功,20250821020070011580900065947128	,1098130221867454583	,,
2025-08-21 23:39:49,投资理财,招商基金管理有限公司,/,余额宝-自动转入,不计收支,10.00,,交易成功,20250821300008509545901241637755	,	,,
2025-08-21 23:39:48,转账红包,杭州柏鹿信息技术有限公司,/,小蚕提现,收入,10.00,,交易成功,20250821020070011580900065863306	,XC180798513479986508	,,
2025-08-21 16:50:25,餐饮美食,淘宝闪购,e50***@alibaba-inc.com,湘溪里·老长沙盖码饭(虹梅路店)外卖订单,支出,16.85,宁波银行信用卡(4573)&宁波银行立减金,交易成功,2025082122001145901430077935	,13160600725082113160795796052	,,
2025-08-21 16:39:03,餐饮美食,淘宝闪购,e50***@alibaba-inc.com,绝味鸭脖(吴中路店)外卖订单,支出,20.85,宁波银行信用卡(4573)&宁波银行立减金,交易成功,2025082122001145901430042829	,13160600725082153854445796052	,,
2025-08-21 16:35:08,转账红包,云账户综合服务平台,/,云账户,收入,16.37,,交易成功,20250821020070011560900063168492	,1098023410569039963	,,
2025-08-21 08:32:54,日用百货,沪松公路五店,180***@qq.com,上海全家便利店,支出,4.50,宁波银行信用卡(4573)&碰一下立减,交易成功,2025082122001445901423194218	,SXA1O105736600225	,,
2025-08-21 02:11:44,投资理财,招商财富宝A,/,余额宝-2025.08.20-收益发放,不计收支,0.11,余额宝,交易成功,20250821394460792901	,	,,
2025-08-20 11:06:47,餐饮美食,淘宝闪购,e50***@alibaba-inc.com,湘溪里·老长沙盖码饭(虹梅路店)外卖订单,支出,13.83,宁波银行信用卡(4573)&宁波银行立减金,交易成功,2025082022001145901422848183	,13110600725082014391999796052	,,
2025-08-20 10:35:21,投资理财,余额宝,jin***@cmfchina.com,余额宝-自动转入,不计收支,21.82,账户余额,交易成功,20250820019130101000900001847895	,20250820009130501000900080661834	,,
2025-08-20 08:49:24,转账红包,云账户综合服务平台,/,云账户,收入,21.82,,交易成功,20250820020070011520900048446341	,1097543612885356878	,,
2025-08-20 08:49:11,投资理财,招商基金管理有限公司,/,余额宝-自动转入,不计收支,26.00,,交易成功,20250820300008503645901239616967	,	,,
2025-08-20 08:49:09,转账红包,杭州柏鹿信息技术有限公司,/,小蚕提现,收入,26.00,,交易成功,20250820020070011520900048575801	,XC180197859479986508	,,
2025-08-20 08:38:01,日用百货,沪松公路五店,180***@qq.com,上海全家便利店,支出,0.80,宁波银行信用卡(4573)&碰一下立减,交易成功,2025082022001445901413872348	,SXA1O105662298025	,,
2025-08-20 02:10:32,投资理财,招商财富宝A,/,余额宝-2025.08.19-收益发放,不计收支,0.10,余额宝,交易成功,20250820391605779901	,	,,
2025-08-19 08:38:15,日用百货,沪松公路五店,180***@qq.com,上海全家便利店,支出,0.80,宁波银行信用卡(4573)&碰一下立减,交易成功,2025081922001445901409427523	,SXA1O105588576825	,,
2025-08-19 02:01:31,投资理财,招商财富宝A,/,余额宝-2025.08.18-收益发放,不计收支,0.12,余额宝,交易成功,20250819382321735901	,	,,
2025-08-18 20:51:10,日用百货,淘宝闪购,ele***@service.aliyun.com,大润发(华漕店),支出,17.74,宁波银行信用卡(4573)&宁波银行立减金,交易成功,2025081822001145901412895922	,13200600725081839676903796052	,,
2025-08-18 14:16:02,日用百货,t***3,147******57,i5-1135G7 SRK05,支出,349.82,花呗&花呗立减,交易成功,2025081822001145901412678358	,T200P4690212195467343545	,,
2025-08-18 11:15:18,餐饮美食,淘宝闪购,e50***@alibaba-inc.com,湘溪里·老长沙盖码饭(虹梅路店)外卖订单,支出,16.88,花呗,交易成功,2025081822001145901413535382	,13110600725081884096620796052	,,
2025-08-18 08:37:28,日用百货,沪松公路五店,180***@qq.com,上海全家便利店,支出,4.50,宁波银行信用卡(4573)&碰一下立减,交易成功,2025081822001445901409338503	,SXA1O105515008925	,,
2025-08-18 02:11:46,投资理财,招商财富宝A,/,余额宝-2025.08.17-收益发放,不计收支,0.10,余额宝,交易成功,20250818376953436901	,	,,
2025-08-17 02:10:38,投资理财,招商财富宝A,/,余额宝-2025.08.16-收益发放,不计收支,0.10,余额宝,交易成功,20250817371912781901	,	,,
2025-08-16 21:13:00,交通出行,上海都畅数字技术有限公司,dom***@metrofastpass.com,东方体育中心-国家会展中心,支出,5.00,宁波银行信用卡(4573),交易成功,2025081622001445901403869183	,20250816211259248023083486125517	,,
2025-08-16 18:06:44,交通出行,上海都畅数字技术有限公司,dom***@metrofastpass.com,淮海中路-东方体育中心,支出,4.00,宁波银行信用卡(4573),交易成功,2025081622001445901404605246	,20250816180643558023083103500650	,,
2025-08-16 14:48:06,交通出行,上海都畅数字技术有限公司,dom***@metrofastpass.com,国家会展中心-陕西南路,支出,4.00,宁波银行信用卡(4573),交易成功,2025081622001445901402422382	,20250816144805524072033303131476	,,
2025-08-16 10:50:24,投资理财,余额宝,jin***@cmfchina.com,余额宝-自动转入,不计收支,20.02,账户余额,交易成功,20250816019130101000900099044786	,20250816009130501000900078424514	,,
2025-08-16 02:05:39,投资理财,招商财富宝A,/,余额宝-2025.08.15-收益发放,不计收支,0.11,余额宝,交易成功,20250816365584537901	,	,,
2025-08-15 21:27:26,转账红包,云账户综合服务平台,/,云账户,收入,20.02,,交易成功,20250815020070011580900007077832	,1095922619955789932	,,
2025-08-15 11:25:48,投资理财,余额宝,jin***@cmfchina.com,余额宝-自动转入,不计收支,12.01,账户余额,交易成功,20250815019130101000900098055271	,20250815009130501000900077568477	,,
2025-08-15 11:08:02,餐饮美食,淘宝闪购,e50***@alibaba-inc.com,湘溪里·老长沙盖码饭(虹梅路店)外卖订单,支出,15.83,宁波银行信用卡(4573)&宁波银行立减金,交易成功,2025081522001145901455461580	,13110600725081515166078796052	,,
2025-08-15 09:14:20,转账红包,云账户综合服务平台,/,云账户,收入,12.01,,交易成功,20250815020070011520900099043833	,1095737981866070758	,,
2025-08-15 09:14:18,投资理财,招商基金管理有限公司,/,余额宝-自动转入,不计收支,14.00,,交易成功,20250815300008503745901236771778	,	,,
2025-08-15 09:14:16,转账红包,杭州柏鹿信息技术有限公司,/,小蚕提现,收入,14.00,,交易成功,20250815020070011520900099094911	,XC178616493479986508	,,
2025-08-15 08:40:47,日用百货,沪松公路五店,180***@qq.com,上海全家便利店,支出,0.80,宁波银行信用卡(4573)&碰一下立减,交易成功,2025081522001445901455517745	,SXA1O105316001625	,,
2025-08-15 02:09:44,投资理财,招商财富宝A,/,余额宝-2025.08.14-收益发放,不计收支,0.10,余额宝,交易成功,20250815362483776901	,	,,
2025-08-14 08:40:48,日用百货,沪松公路五店,180***@qq.com,上海全家便利店,支出,4.80,宁波银行信用卡(4573)&碰一下立减,交易成功,2025081422001445901451117191	,SXA1O105241848925	,,
2025-08-14 02:14:44,投资理财,招商财富宝A,/,余额宝-2025.08.13-收益发放,不计收支,0.10,余额宝,交易成功,20250814355971509901	,	,,
2025-08-14 01:50:10,投资理财,余额宝,jin***@cmfchina.com,余额宝-自动转入,不计收支,21.34,账户余额,交易成功,20250814019130101000900096660231	,20250814009130501000900077259194	,,
2025-08-13 18:46:04,投资理财,招商基金管理有限公司,/,余额宝-自动转入,不计收支,25.00,,交易成功,20250813300008507645901235635253	,	,,
2025-08-13 18:46:03,转账红包,杭州柏鹿信息技术有限公司,/,小蚕提现,收入,25.00,,交易成功,20250813020070011560900085989648	,XC178132910479986508	,,
2025-08-13 17:21:10,转账红包,云账户综合服务平台,/,云账户,收入,21.34,,交易成功,20250813020070011560900085776098	,1095135871201959943	,,
2025-08-13 08:40:54,日用百货,沪松公路五店,180***@qq.com,上海全家便利店,支出,0.80,宁波银行信用卡(4573)&碰一下立减,交易成功,2025081322001445901441829262	,SXA1O105165352725	,,
2025-08-13 02:19:38,投资理财,招商财富宝A,/,余额宝-2025.08.12-收益发放,不计收支,0.10,余额宝,交易成功,20250813349728937901	,	,,
2025-08-12 11:06:26,投资理财,余额宝,jin***@cmfchina.com,余额宝-自动转入,不计收支,14.29,账户余额,交易成功,20250812019130101000900095491276	,20250812009130501000900075632916	,,
2025-08-12 09:47:37,转账红包,云账户综合服务平台,/,云账户,收入,6.27,,交易成功,20250812020070011520900072102166	,1094659149964755781	,,
2025-08-12 08:39:26,日用百货,沪松公路五店,180***@qq.com,上海全家便利店,支出,4.50,宁波银行信用卡(4573)&碰一下立减,交易成功,2025081222001445901441879651	,SXA1O105091105725	,,
2025-08-12 02:10:39,投资理财,招商财富宝A,/,余额宝-2025.08.11-收益发放,不计收支,0.10,余额宝,交易成功,20250812345579795901	,	,,
2025-08-11 18:19:29,转账红包,云账户综合服务平台,/,云账户,收入,8.02,,交易成功,20250811020070011560900067754329	,1094425821663715498	,,
2025-08-11 11:20:35,餐饮美食,淘宝闪购,e50***@alibaba-inc.com,湘溪里·老长沙盖码饭(虹梅路店)外卖订单,支出,16.83,宁波银行信用卡(4573)&宁波银行立减金,交易成功,2025081122001145901436998427	,13110600725081168006935796052	,,
2025-08-11 08:32:21,日用百货,沪松公路五店,180***@qq.com,上海全家便利店,支出,4.50,宁波银行信用卡(4573)&碰一下立减,交易成功,2025081122001445901437264976	,SXA1O105016537025	,,
2025-08-11 02:13:27,投资理财,招商财富宝A,/,余额宝-2025.08.10-收益发放,不计收支,0.10,余额宝,交易成功,20250811339544017901	,	,,
2025-08-10 10:59:39,投资理财,余额宝,jin***@cmfchina.com,余额宝-自动转入,不计收支,26.79,账户余额,交易成功,20250810019130101000900093547554	,20250810009130501000900074621830	,,
2025-08-10 02:42:11,投资理财,招商财富宝A,/,余额宝-2025.08.09-收益发放,不计收支,0.10,余额宝,交易成功,20250810333537297901	,	,,
2025-08-09 18:42:18,转账红包,云账户综合服务平台,/,云账户,收入,26.79,,交易成功,20250809020070011560900048398556	,1093706719466864739	,,
2025-08-09 09:20:04,信用借还,花呗,/,花呗自动还款-2025年08月账单,不计收支,521.19,余额宝,还款成功,2025080929020999900191521575	,	,,
2025-08-09 02:04:38,投资理财,招商财富宝A,/,余额宝-2025.08.08-收益发放,不计收支,0.12,余额宝,交易成功,20250809329844819901	,	,,
2025-08-08 20:55:10,餐饮美食,上海市闵行区吴传虎饮品店,/,蜜雪冰城937802店,支出,2.50,宁波银行信用卡(4573)&碰一下立减,交易成功,2025080822001445901420813417	,271266000048180000157767857922125080820551067478	,,
2025-08-08 11:41:54,餐饮美食,淘宝闪购,e50***@alibaba-inc.com,湘溪里·老长沙盖码饭(虹梅路店)外卖订单,支出,17.83,宁波银行信用卡(4573)&宁波银行立减金,交易成功,2025080822001145901425373284	,13110600725080862528602796052	,,
2025-08-08 08:29:17,日用百货,沪松公路五店,180***@qq.com,上海全家便利店,支出,0.80,宁波银行信用卡(4573)&碰一下立减,交易成功,2025080822001445901416872673	,SXA1O104817535525	,,
2025-08-08 02:11:21,投资理财,招商财富宝A,/,余额宝-2025.08.07-收益发放,不计收支,0.12,余额宝,交易成功,20250808325926826901	,	,,
2025-08-07 22:28:53,交通出行,滴滴出行,chu***@didichuxing.com,滴滴快车打车-陆师傅-08月07日行程,支出,62.27,宁波银行信用卡(4573)&宁波银行立减金,交易成功,2025080722001445901418327363	,210_202508078406101601669351	,,
2025-08-07 20:57:33,日用百货,古美路二店,180***@qq.com,上海全家便利店,支出,4.78,宁波银行信用卡(4573)&红包,交易成功,2025080722001445901420133209	,SXA1O95412016228	,,
2025-08-07 11:32:52,投资理财,余额宝,jin***@cmfchina.com,余额宝-自动转入,不计收支,21.14,账户余额,交易成功,20250807019130101000900091190222	,20250807009130501000900072956529	,,
2025-08-07 11:09:53,生活服务,美团,it_***@meituan.com,YogurtDay酸奶（鑫耀光环Live店）-美团App-25080711100300001301843457643498,支出,15.00,宁波银行信用卡(4573),交易成功,2025080722001445901418904091	,20250807110949U24657048617663919	,,
2025-08-07 08:33:41,日用百货,沪松公路五店,180***@qq.com,上海全家便利店,支出,0.76,宁波银行信用卡(4573)&红包&碰一下立减,交易成功,2025080723001445901418349896	,SXA1O104744035225	,,
2025-08-07 02:15:14,投资理财,招商财富宝A,/,余额宝-2025.08.06-收益发放,不计收支,0.12,余额宝,交易成功,20250807320308110901	,	,,
2025-08-06 22:43:07,转账红包,云账户综合服务平台,/,云账户,收入,1.11,,交易成功,20250806020070011580900018684516	,1092680168486981690	,,
2025-08-06 22:43:05,投资理财,招商基金管理有限公司,/,余额宝-自动转入,不计收支,13.00,,交易成功,20250806300008509145901230053519	,	,,
2025-08-06 22:43:03,转账红包,杭州柏鹿信息技术有限公司,/,小蚕提现,收入,13.00,,交易成功,20250806020070011580900018474289	,XC175898454479986508	,,
2025-08-06 11:16:59,餐饮美食,淘宝闪购,e50***@alibaba-inc.com,渝八两重庆鸡公煲(上海漕河泾科技绿洲店)外卖订单,支出,20.85,宁波银行信用卡(4573)&宁波银行立减金,交易成功,2025080622001145901412390819	,13110600725080664795203796052	,,
2025-08-06 09:03:53,转账红包,云账户综合服务平台,/,云账户,收入,20.03,,交易成功,20250806020070011520900010750926	,1092474112724947521	,,
2025-08-06 08:35:06,日用百货,沪松公路五店,180***@qq.com,上海全家便利店,支出,0.77,宁波银行信用卡(4573)&红包&碰一下立减,交易成功,2025080622001445901413981003	,SXA1O104669550725	,,
2025-08-06 02:10:11,投资理财,招商财富宝A,/,余额宝-2025.08.05-收益发放,不计收支,0.12,余额宝,交易成功,20250806311533004901	,	,,
2025-08-05 21:15:57,日用百货,快客向华店,/,快客向华店_10021002508052115560737182947439_59675913971592001,支出,9.70,宁波银行信用卡(4573)&红包,交易成功,2025080523001445901411645252	,74126600004928000010031102508052115561067182949171	,,
2025-08-05 18:34:37,餐饮美食,吕纪苏面,/,美团收银909700203010914042,支出,19.97,宁波银行信用卡(4573)&红包,交易成功,2025080522001445901411738426	,4220180330024764010461368605980822084902837	,,
2025-08-05 10:59:32,餐饮美食,淘宝闪购,e50***@alibaba-inc.com,湘溪里·老长沙盖码饭(虹梅路店)外卖订单,支出,12.69,宁波银行信用卡(4573)&宁波银行立减金,交易成功,2025080522001145901409603665	,13100600725080552139196796052	,,
2025-08-05 08:34:15,日用百货,沪松公路五店,180***@qq.com,上海全家便利店,支出,0.77,宁波银行信用卡(4573)&红包&碰一下立减,交易成功,2025080522001445901408344680	,SXA1O104595841125	,,
2025-08-05 02:05:50,投资理财,招商财富宝A,/,余额宝-2025.08.04-收益发放,不计收支,0.12,余额宝,交易成功,20250805305773320901	,	,,
2025-08-05 01:11:45,投资理财,余额宝,jin***@cmfchina.com,余额宝-自动转入,不计收支,33.26,账户余额,交易成功,20250805019130101000900089307366	,20250805009130501000900071534055	,,
2025-08-04 21:45:17,转账红包,云账户综合服务平台,/,云账户,收入,12.00,,交易成功,20250804020070011580900099119641	,1091940685625942973	,,
2025-08-04 12:17:35,转账红包,云账户综合服务平台,/,云账户,收入,21.26,,交易成功,20250804020070011540900094089592	,1091797935203017712	,,
2025-08-04 12:17:33,投资理财,招商基金管理有限公司,/,余额宝-自动转入,不计收支,10.00,,交易成功,20250804300008505045901228596003	,	,,
2025-08-04 12:17:32,转账红包,杭州柏鹿信息技术有限公司,/,小蚕提现,收入,10.00,,交易成功,20250804020070011540900094098879	,XC175032403479986508	,,
2025-08-04 11:46:43,餐饮美食,淘宝闪购,e50***@alibaba-inc.com,YogurtDay酸奶(鑫耀光环Live店)外卖订单,支出,14.95,宁波银行信用卡(4573)&宁波银行立减金,交易成功,2025080422001145901403066338	,13110600725080464185463796052	,,
2025-08-04 09:57:43,交通出行,上海公共交通卡股份有限公司,jtk***@sptcc.com,上海公交-803路-2025-08-04 07:57:40,支出,2.00,宁波银行信用卡(4573),交易成功,2025080422001445901402854001	,25080409574390400384	,,
2025-08-04 08:56:35,交通出行,上海都畅数字技术有限公司,dom***@metrofastpass.com,七宝-漕河泾开发区,支出,2.64,宁波银行信用卡(4573)&宁波银行立减,交易成功,2025080422001445901403695263	,20250804085634457023083297724201	,,
2025-08-04 08:33:10,日用百货,沪松公路五店,180***@qq.com,上海全家便利店,支出,0.75,宁波银行信用卡(4573)&红包&碰一下立减,交易成功,2025080422001445901401606387	,SXA1O104523549325	,,
2025-08-04 02:09:14,投资理财,招商财富宝A,/,余额宝-2025.08.03-收益发放,不计收支,0.12,余额宝,交易成功,20250804301694713901	,	,,
2025-08-03 02:07:37,投资理财,招商财富宝A,/,余额宝-2025.08.02-收益发放,不计收支,0.12,余额宝,交易成功,20250803394902882901	,	,,
2025-08-02 19:17:33,文化休闲,票享**店,zho***@imanm.com,戏台华夏丰尚国际影城,支出,53.20,花呗,交易成功,2025080222001145901454091358	,T100P4664091601654343545	,,
2025-08-02 02:15:14,投资理财,招商财富宝A,/,余额宝-2025.08.01-收益发放,不计收支,0.12,余额宝,交易成功,20250802389091216901	,	,,
2025-08-01 22:38:53,交通出行,滴滴出行,chu***@didichuxing.com,滴滴快车打车-胡师傅-08月01日行程,支出,78.24,宁波银行信用卡(4573),交易成功,2025080122001445901453622262	,210_202508018401376201836450	,,
2025-08-01 11:57:12,充值缴费,国网上海市电力公司(缴费),/,7月-电费-***,支出,144.00,宁波银行信用卡(4573),交易成功,2025080100003001900052746327	,3100000335058	,,
2025-08-01 11:56:51,充值缴费,国网上海市电力公司(缴费),/,6月-电费-***,支出,112.32,宁波银行信用卡(4573)&宁波银行立减金,交易成功,2025080100003001900052741949	,3100000335058	,,
2025-08-01 11:14:34,餐饮美食,淘宝闪购,e50***@alibaba-inc.com,湘溪里·老长沙盖码饭(虹梅路店)外卖订单,支出,15.83,宁波银行信用卡(4573)&宁波银行立减金,交易成功,2025080122001145901449929928	,13110600725080189149828796052	,,
2025-08-01 08:33:27,日用百货,沪松公路五店,180***@qq.com,上海全家便利店,支出,0.77,宁波银行信用卡(4573)&红包&碰一下立减,交易成功,2025080122001445901446666883	,SXA1O104332971925	,,
2025-08-01 02:16:35,投资理财,招商财富宝A,/,余额宝-2025.07.31-收益发放,不计收支,0.12,余额宝,交易成功,20250801387426966901	,	,,
2025-08-01 00:50:30,投资理财,余额宝,jin***@cmfchina.com,余额宝-自动转入,不计收支,24.98,账户余额,交易成功,20250801019130101000900086038647	,20250801009130501000900068974860	,,
2025-07-31 22:58:09,转账红包,云账户综合服务平台,/,云账户,收入,18.01,,交易成功,20250731020070011580900060461287	,1090509403964560192	,,
2025-07-31 10:50:45,餐饮美食,淘宝闪购,e50***@alibaba-inc.com,湘溪里·老长沙盖码饭(虹梅路店)外卖订单,支出,14.85,宁波银行信用卡(4573)&宁波银行立减金,交易成功,2025073122001145901437438726	,13100600725073148140143796052	,,
2025-07-31 08:33:13,日用百货,沪松公路五店,180***@qq.com,上海全家便利店,支出,0.77,宁波银行信用卡(4573)&红包&碰一下立减,交易成功,2025073122001445901437269347	,SXA1O104260787225	,,
2025-07-31 07:55:52,转账红包,云账户综合服务平台,/,云账户,收入,6.97,,交易成功,20250731020070011510900052587737	,1090282158838768524	,,
2025-07-31 02:01:19,投资理财,招商财富宝A,/,余额宝-2025.07.30-收益发放,不计收支,0.11,余额宝,交易成功,20250731381077425901	,	,,
2025-07-31 00:56:24,投资理财,余额宝,jin***@cmfchina.com,余额宝-自动转入,不计收支,9.81,账户余额,交易成功,20250731019130101000900085035584	,20250731009130501000900068365094	,,
2025-07-30 17:18:28,投资理财,招商基金管理有限公司,/,余额宝-自动转入,不计收支,22.50,,交易成功,20250730300008507045901224825555	,	,,
2025-07-30 17:18:28,餐饮美食,淘宝闪购,e50***@alibaba-inc.com,退款-豫襄缘红烧牛肉面外卖订单,不计收支,22.50,账户余额,退款成功,2025073022001145901436648793_13170601325073011219548796052	,13170600725073098688466796052	,,
2025-07-30 17:16:38,餐饮美食,淘宝闪购,e50***@alibaba-inc.com,豫襄缘红烧牛肉面外卖订单,支出,22.50,账户余额,交易关闭,2025073022001145901436648793	,13170600725073098688466796052	,,
2025-07-30 16:53:43,转账红包,云账户综合服务平台,/,云账户,收入,32.31,,交易成功,20250730020070011560900049583134	,1090055421924201146	,,
2025-07-30 08:23:55,日用百货,沪松公路五店,180***@qq.com,上海全家便利店,支出,1.39,宁波银行信用卡(4573)&红包,交易成功,2025073022001445901431337479	,SXA1O104200667125	,,
2025-07-30 02:05:50,投资理财,招商财富宝A,/,余额宝-2025.07.29-收益发放,不计收支,0.11,余额宝,交易成功,20250730375599461901	,	,,
2025-07-29 11:38:51,餐饮美食,淘宝闪购,e50***@alibaba-inc.com,湘溪里·老长沙盖码饭(虹梅路店)外卖订单,支出,18.85,宁波银行信用卡(4573)&宁波银行立减金,交易成功,2025072922001145901423176320	,13110600725072972214154796052	,,
2025-07-29 08:55:46,投资理财,招商基金管理有限公司,/,余额宝-自动转入,不计收支,23.00,,交易成功,20250729300008503645901223844332	,	,,
2025-07-29 08:55:44,转账红包,杭州柏鹿信息技术有限公司,/,小蚕提现,收入,23.00,,交易成功,20250729020070011520900034295202	,XC172981437479986508	,,
2025-07-29 08:32:29,日用百货,沪松公路五店,180***@qq.com,上海全家便利店,支出,3.87,宁波银行信用卡(4573)&红包,交易成功,2025072922001445901424721932	,SXA1O104134073125	,,
2025-07-29 02:12:11,投资理财,招商财富宝A,/,余额宝-2025.07.28-收益发放,不计收支,0.11,余额宝,交易成功,20250729368816231901	,	,,
2025-07-29 01:01:39,投资理财,余额宝,jin***@cmfchina.com,余额宝-自动转入,不计收支,12.03,账户余额,交易成功,20250729019130101000900083498640	,20250729009130501000900067060693	,,
2025-07-28 23:11:01,餐饮美食,淘宝闪购,e50***@alibaba-inc.com,大鹏东北烧烤外卖订单,支出,37.80,宁波银行信用卡(4573),交易成功,2025072822001145901425457371	,13230600725072855495940796052	,,
2025-07-28 18:40:40,转账红包,云账户综合服务平台,/,云账户,收入,12.03,,交易成功,20250728020070011560900031123404	,1089357670810894695	,,
2025-07-28 18:40:38,投资理财,招商基金管理有限公司,/,余额宝-自动转入,不计收支,12.00,,交易成功,20250728300008507545901223376811	,	,,
2025-07-28 18:40:37,转账红包,杭州柏鹿信息技术有限公司,/,小蚕提现,收入,12.00,,交易成功,20250728020070011560900031301534	,XC172834198479986508	,,
2025-07-28 10:30:50,餐饮美食,淘宝闪购,e50***@alibaba-inc.com,YogurtDay酸奶(鑫耀光环Live店)外卖订单,支出,17.47,宁波银行信用卡(4573)&宁波银行立减金,交易成功,2025072822001145901415333328	,13100600725072862041055796052	,,
2025-07-28 08:31:25,日用百货,沪松公路五店,180***@qq.com,上海全家便利店,支出,2.79,宁波银行信用卡(4573)&红包,交易成功,2025072822001445901409596023	,SXA1O104064195825	,,
2025-07-28 02:15:41,投资理财,招商财富宝A,/,余额宝-2025.07.27-收益发放,不计收支,0.11,余额宝,交易成功,20250728364418373901	,	,,
2025-07-27 15:37:34,日用百货,淘宝闪购,ele***@service.aliyun.com,世纪精品超市(国家会展中心店),支出,11.32,宁波银行信用卡(4573)&宁波银行立减金,交易成功,2025072722001145901415330373	,13150600725072778454857796052	,,
2025-07-27 02:04:44,投资理财,招商财富宝A,/,余额宝-2025.07.26-收益发放,不计收支,0.11,余额宝,交易成功,20250727356894260901	,	,,
2025-07-26 12:31:02,餐饮美食,淘宝闪购,e50***@alibaba-inc.com,茉酸奶(青浦蟠龙天地店)外卖订单,支出,8.97,宁波银行信用卡(4573)&宁波银行立减金,交易成功,2025072622001145901403198633	,13120600725072696727706796052	,,
2025-07-26 02:07:13,投资理财,招商财富宝A,/,余额宝-2025.07.25-收益发放,不计收支,0.10,余额宝,交易成功,20250726351339740901	,	,,
2025-07-25 22:55:52,数码电器,恰用**店,383***@qq.com,适用Keep手环B4表带b4 lite米兰尼斯B5金属磁吸精钢编织透气款手表带16mm通用智能手表链腕带男女配件 等多件,支出,10.80,宁波银行信用卡(4573),交易成功,2025072522001145901402060798	,T200P4651899339501343545	,,
2025-07-25 17:15:54,退款,淘宝闪购,ele***@service.aliyun.com,退款-大润发(华漕店),不计收支,3.11,宁波银行信用卡(4573),退款成功,2025072522001145901456196213_13170601325072567541558796052	,13110600725072535592471796052	,,
2025-07-25 11:59:43,日用百货,淘宝闪购,ele***@service.aliyun.com,大润发(华漕店),支出,81.53,宁波银行信用卡(4573)&宁波银行立减金,交易成功,2025072522001145901456196213	,13110600725072535592471796052	,,
2025-07-25 08:31:58,日用百货,沪松公路五店,180***@qq.com,上海全家便利店,支出,0.08,宁波银行信用卡(4573)&红包,交易成功,2025072522001445901457268730	,SXA1O103879663925	,,
2025-07-25 02:11:22,投资理财,招商财富宝A,/,余额宝-2025.07.24-收益发放,不计收支,0.11,余额宝,交易成功,20250725347405005901	,	,,
2025-07-24 22:38:23,交通出行,滴滴出行,chu***@didichuxing.com,滴滴快车打车-王师傅-07月24日行程,支出,64.44,宁波银行信用卡(4573),交易成功,2025072422001445901455771440	,210_202507248394979801807474	,,
